0.0092440054222547,0.000762306577892247,0.0376063541316854,1,2014,NA,"Acre","Main model"
0.226916084874949,1.96276749578417e-05,0.770492930095461,2,2014,NA,"Alagoas","Main model"
0.183921728585248,0.119792793444198,0.575073871076007,3,2014,NA,"Amapá","Main model"
0.375409255537177,0.188672796441922,0.707985971323187,4,2014,NA,"Amazonas","Main model"
0.044336589267552,0.0389704348932669,0.055817951492374,5,2014,NA,"Bahia","Main model"
0.0225355774180862,0.0102762692319986,0.0672952751897678,6,2014,NA,"Ceará","Main model"
0.0102556141642699,3.36950033548797e-05,0.0612515269544177,7,2014,NA,"Distrito Federal","Main model"
0.067852435363486,0.0109185456474817,0.450376670855563,8,2014,NA,"Espírito Santo","Main model"
0.518176946237434,0.00169991802444048,0.830061943710284,9,2014,NA,"Goiás","Main model"
0.629337877731002,0.483793326415073,0.79884126103506,10,2014,NA,"Maranhão","Main model"
0.00271060072205612,1.39539120264649e-06,0.00820034953008708,11,2014,NA,"Mato Grosso","Main model"
0.0015217413117305,6.52894623886693e-06,0.198227969397788,12,2014,NA,"Mato Grosso do Sul","Main model"
0.0109214121419251,0.00293207475216897,0.310917702191578,13,2014,NA,"Minas Gerais","Main model"
0.0788774418595724,0.00102025442144493,0.570135600974456,14,2014,NA,"Pará","Main model"
0.0624240288503617,0.000155115935448526,0.4338544043559,15,2014,NA,"Paraíba","Main model"
0.817800385226085,0.78334084202042,0.888438101593946,16,2014,NA,"Paraná","Main model"
0.00288442415095637,0.00177160032936745,0.245054958055301,17,2014,NA,"Pernambuco","Main model"
0.355139893831427,4.67035443511106e-05,0.732673596031209,18,2014,NA,"Piauí","Main model"
0.0271027521744555,0.0133157497849816,0.206683167511664,19,2014,NA,"Rio de Janeiro","Main model"
0.0224167910608678,0.000932501544637457,0.317850947385033,20,2014,NA,"Rio Grande do Norte","Main model"
0.849397079005882,0.647743528711807,0.872713504973686,21,2014,NA,"Rio Grande do Sul","Main model"
0.0558316146079573,3.33831675694894e-05,0.356908618698725,22,2014,NA,"Rondônia","Main model"
0.0743809811147608,0.00784362444335398,0.471433535872353,23,2014,NA,"Roraima","Main model"
0.300618127226522,9.67882546788389e-06,0.841956945211739,24,2014,NA,"Santa Catarina","Main model"
0.00141276712186285,0.000257254484742684,0.276251112226225,25,2014,NA,"São Paulo","Main model"
0.00912698380367277,0.000765611268050146,0.243087632033288,26,2014,NA,"Sergipe","Main model"
0.00200350927199521,0.00140097059559838,0.187513769300247,27,2014,NA,"Tocantins","Main model"
0.0335400510676093,0.000732301678358279,0.342516798762806,1,2015,NA,"Acre","Main model"
0.537754307843398,0.101183368856157,0.59804492645637,2,2015,NA,"Alagoas","Main model"
0.104318141118014,0.0348139103280114,0.340582795282204,3,2015,NA,"Amapá","Main model"
0.467833413729708,0.00121295530058514,0.786129297064126,4,2015,NA,"Amazonas","Main model"
0.044336589267552,0.0389704348932669,0.055817951492374,5,2015,NA,"Bahia","Main model"
0.00764292420261544,0.00020207816095146,0.184329138162317,6,2015,NA,"Ceará","Main model"
0.00365116129126544,0.00160928708886291,0.357836536074589,7,2015,NA,"Distrito Federal","Main model"
0.00424501468440932,0.000601999917318588,0.192021055289645,8,2015,NA,"Espírito Santo","Main model"
0.194491270243062,0.00322654943225707,0.68056749662373,9,2015,NA,"Goiás","Main model"
0.14141308371376,0.00444607986617216,0.308776975443186,10,2015,NA,"Maranhão","Main model"
0.0098871929572387,2.30538678499046e-05,0.0725475188071773,11,2015,NA,"Mato Grosso","Main model"
0.0663696768999655,0.000387571290735804,0.532200875703116,12,2015,NA,"Mato Grosso do Sul","Main model"
0.00428142234927096,0.000244050899479932,0.634299080482778,13,2015,NA,"Minas Gerais","Main model"
0.02219928939168,0.0109011226460522,0.279310559424064,14,2015,NA,"Pará","Main model"
0.0890542094258853,0.0126547011555144,0.574187532126051,15,2015,NA,"Paraíba","Main model"
0.247684628830939,0.000772933918573018,0.704748114083007,16,2015,NA,"Paraná","Main model"
0.165313765791007,0.0577149234650701,0.352967506803811,17,2015,NA,"Pernambuco","Main model"
0.0716881368812136,0.00993266706879167,0.616660746434775,18,2015,NA,"Piauí","Main model"
0.0113095814116862,0.00546741829108305,0.186770311094946,19,2015,NA,"Rio de Janeiro","Main model"
0.0477171217000334,0.0177032861224291,0.463698800217088,20,2015,NA,"Rio Grande do Norte","Main model"
0.589143495126356,0.26656489008903,0.853558455440801,21,2015,NA,"Rio Grande do Sul","Main model"
0.779212488068721,0.717444974415032,0.807162857500342,22,2015,NA,"Rondônia","Main model"
0.0637006826385938,0.0186699826635782,0.377227443513943,23,2015,NA,"Roraima","Main model"
0.807588606898458,0.664945048882498,0.88358653177325,24,2015,NA,"Santa Catarina","Main model"
0.0119233096581396,0.00441577244941531,0.321234835036183,25,2015,NA,"São Paulo","Main model"
0.292503396620462,0.0351204130211872,0.613220991412169,26,2015,NA,"Sergipe","Main model"
0.118782641268296,0.00143696611864853,0.424398449772467,27,2015,NA,"Tocantins","Main model"
0.0444466804655957,0.00122863344200657,0.0547608503506514,1,2016,NA,"Acre","Main model"
0.524624767763454,0.262437754705618,0.681580048815131,2,2016,NA,"Alagoas","Main model"
0.497105997985884,0.0764440636286028,0.699084539898968,3,2016,NA,"Amapá","Main model"
0.0747616668970562,0.00751575721781205,0.360844179342977,4,2016,NA,"Amazonas","Main model"
0.044336589267552,0.0389704348932669,0.055817951492374,5,2016,NA,"Bahia","Main model"
0.169951020185722,0.0779409726249072,0.199138841809549,6,2016,NA,"Ceará","Main model"
